"Entry","Entry name","Status","Gene names","product","Length","Keywords","Protein families","Cross-reference (KEGG)",,,,,,,,,,
"P9WPL1","CP144_MYCTU","reviewed","cyp144 Rv1777 MTCY25C11.04","Cytochrome P450 144 (EC 1.14.-.-)",434,"3D-structure;Complete proteome;Heme;Iron;Metal-binding;Monooxygenase;Oxidoreductase;Reference proteome","Cytochrome P450 family","mtu:Rv1777;mtv:RVBD_1777;",,,,,,,,,,
"P9WPN3","CP132_MYCTU","reviewed","cyp132 Rv1394c MTCY21B4.11c","Putative cytochrome P450 132 (EC 1.14.-.-)",461,"Complete proteome;Heme;Iron;Metal-binding;Monooxygenase;Oxidoreductase;Reference proteome","Cytochrome P450 family","mtu:Rv1394c;",,,,,,,,,,
"P9WPM1","CP139_MYCTU","reviewed","cyp139 Rv1666c MTV047.02c","Putative cytochrome P450 139 (EC 1.14.-.-)",430,"Complete proteome;Heme;Iron;Metal-binding;Monooxygenase;Oxidoreductase;Reference proteome","Cytochrome P450 family","mtu:Rv1666c;mtv:RVBD_1666c;",,,,,,,,,,
"P9WPL5","CP142_MYCTU","reviewed","cyp142 cyp142A1 Rv3518c MTV023.25c","Steroid C26-monooxygenase (EC 1.14.15.28) (Cholest-4-en-3-one C26-monooxygenase) (Cholest-4-en-3-one C26-monooxygenase [(25R)-3-oxocholest-4-en-26-oate forming]) (Cholesterol C26-monooxygenase) (Cholesterol C26-monooxygenase [(25R)-3beta-hydroxycholest-5-en-26-oate forming]) (Cytochrome P450 142) (Steroid C27-monooxygenase)",398,"3D-structure;Cholesterol metabolism;Complete proteome;Heme;Iron;Lipid degradation;Lipid metabolism;Metal-binding;Monooxygenase;NADP;Oxidoreductase;Reference proteome;Steroid metabolism;Sterol metabolism;Virulence","Cytochrome P450 family","mtu:Rv3518c;",,,,,,,,,,
"P9WQ69","CSD_MYCTU","reviewed","csd Rv1464 MTV007.11","Probable cysteine desulfurase (EC 2.8.1.7)",417,"Acetylation;Complete proteome;Pyridoxal phosphate;Reference proteome;Transferase","Class-V pyridoxal-phosphate-dependent aminotransferase family"," Csd subfamily","mtu:Rv1464;",,,,,,,,,
"P9WP65","CPDA_MYCTU","reviewed","cpdA icc Rv0805","3'","5'-cyclic adenosine monophosphate phosphodiesterase CpdA (3'","5'-cyclic AMP phosphodiesterase) (cAMP phosphodiesterase) (EC 3.1.4.53)",318,"3D-structure;Cell membrane;Cell wall;Complete proteome;Cytoplasm;Hydrolase;Iron;Manganese;Membrane;Metal-binding;Nucleotide-binding;Reference proteome;Secreted;cAMP","CAMP phosphodiesterase class-III family","mtu:Rv0805;",,,,,,,,
"P9WPL7","CP141_MYCTU","reviewed","cyp141 Rv3121 MTCY164.31","Putative cytochrome P450 141 (EC 1.14.-.-)",400,"Cell membrane;Complete proteome;Heme;Iron;Membrane;Metal-binding;Monooxygenase;Oxidoreductase;Reference proteome;Transmembrane;Transmembrane helix","Cytochrome P450 family","mtu:Rv3121;",,,,,,,,,,
"P9WN47","EGTD_MYCTU","reviewed","egtD Rv3701c","Histidine N-alpha-methyltransferase (EC 2.1.1.44) (Histidine trimethyltransferase)",321,"Complete proteome;Methyltransferase;Reference proteome;S-adenosyl-L-methionine;Transferase","Methyltransferase superfamily"," EgtD family","mtu:Rv3701c;",,,,,,,,,
"O69668","EGTE_MYCTU","reviewed","egtE Rv3700c","Probable hercynylcysteine sulfoxide lyase (EC 4.4.-.-)",390,"Complete proteome;Lyase;Pyridoxal phosphate;Reference proteome","Class-V pyridoxal-phosphate-dependent aminotransferase family"," EgtE subfamily","mtu:Rv3700c;mtv:RVBD_3700c;",,,,,,,,,
"P9WP57","CRGA_MYCTU","reviewed","crgA Rv0011c MTCY10H4.11c","Cell division protein CrgA",93,"3D-structure;Cell cycle;Cell division;Cell membrane;Cell shape;Complete proteome;Membrane;Reference proteome;Transmembrane;Transmembrane helix","CrgA family","mtu:Rv0011c;",,,,,,,,,,
"P9WNV9","DNAJ1_MYCTU","reviewed","dnaJ1 Rv0352 MTCY13E10.12","Chaperone protein DnaJ 1",395,"Chaperone;Complete proteome;Cytoplasm;DNA replication;Metal-binding;Reference proteome;Repeat;Stress response;Zinc;Zinc-finger","DnaJ family","mtu:Rv0352;",,,,,,,,,,
"P9WPN7","CP128_MYCTU","reviewed","cyp128 Rv2268c MTCY339.42","Putative cytochrome P450 128 (EC 1.14.-.-)",489,"Cell membrane;Complete proteome;Heme;Iron;Membrane;Metal-binding;Monooxygenase;Oxidoreductase;Reference proteome;Transmembrane;Transmembrane helix","Cytochrome P450 family","mtu:Rv2268c;",,,,,,,,,,
"P9WPM5","CP137_MYCTU","reviewed","cyp137 Rv3685c MTV025.033c","Putative cytochrome P450 137 (EC 1.14.-.-)",476,"Complete proteome;Heme;Iron;Metal-binding;Monooxygenase;Oxidoreductase;Reference proteome","Cytochrome P450 family","mtu:Rv3685c;",,,,,,,,,,
"P9WMR5","DING_MYCTU","reviewed","dinG Rv1329c MTCY130.14c","Probable ATP-dependent helicase DinG homolog (EC 3.6.4.12)",664,"ATP-binding;Complete proteome;DNA damage;DNA recombination;DNA repair;DNA-binding;Helicase;Hydrolase;Nucleotide-binding;Reference proteome","Helicase family"," DinG subfamily","mtu:Rv1329c;",,,,,,,,,
"P9WNZ7","DESA1_MYCTU","reviewed","desA1 des Rv0824c","Putative acyl-[acyl-carrier-protein] desaturase DesA1 (Putative acyl-ACP desaturase DesA1) (EC 1.14.19.-)",338,"Complete proteome;Fatty acid biosynthesis;Fatty acid metabolism;Iron;Lipid biosynthesis;Lipid metabolism;Metal-binding;Oxidoreductase;Reference proteome","Fatty acid desaturase type 2 family","mtu:Rv0824c;",,,,,,,,,,
"P9WPP5","CP123_MYCTU","reviewed","cyp123 Rv0766c MTCY369.11c","Putative cytochrome P450 123 (EC 1.14.-.-)",402,"Complete proteome;Heme;Iron;Metal-binding;Monooxygenase;Oxidoreductase;Reference proteome","Cytochrome P450 family","mtu:Rv0766c;",,,,,,,,,,
"P9WPN5","CP130_MYCTU","reviewed","cyp130 Rv1256c MTCY50.26","Cytochrome P450 130 (EC 1.14.-.-)",405,"3D-structure;Complete proteome;Heme;Iron;Metal-binding;Monooxygenase;Oxidoreductase;Reference proteome","Cytochrome P450 family","mtu:Rv1256c;",,,,,,,,,,
"P9WPL9","CP140_MYCTU","reviewed","cyp140 Rv1880c MTCY180.38","Putative cytochrome P450 140 (EC 1.14.-.-)",438,"Complete proteome;Heme;Iron;Metal-binding;Monooxygenase;Oxidoreductase;Reference proteome","Cytochrome P450 family","mtu:Rv1880c;",,,,,,,,,,
"P9WNE9","DESET_MYCTU","reviewed","Rv3230c","NADPH oxidoreductase (EC 1.-.-.-) (Stearoyl-CoA 9-desaturase electron transfer partner)",380,"2Fe-2S;Cell membrane;Complete proteome;Electron transport;FAD;Flavoprotein;Iron;Iron-sulfur;Membrane;Metal-binding;NAD;Oxidoreductase;Reference proteome;Transport",,"mtu:Rv3230c;",,,,,,,,,,
"P9WPA7","COAA_MYCTU","reviewed","coaA Rv1092c MTV017.45c","Pantothenate kinase (EC 2.7.1.33) (Pantothenic acid kinase)",312,"3D-structure;ATP-binding;Coenzyme A biosynthesis;Complete proteome;Cytoplasm;Kinase;Nucleotide-binding;Reference proteome;Transferase","Prokaryotic pantothenate kinase family","mtu:Rv1092c;",,,,,,,,,,
"P9WMJ9","DNAK_MYCTU","reviewed","dnaK Rv0350 MTCY13E10.10","Chaperone protein DnaK (HSP70) (Heat shock 70 kDa protein) (Heat shock protein 70)",625,"ATP-binding;Chaperone;Complete proteome;Cytoplasm;Nucleotide-binding;Phosphoprotein;Reference proteome;Secreted;Stress response","Heat shock protein 70 family","mtu:Rv0350;",,,,,,,,,,
"P71629","CAS10_MYCTU","reviewed","cas10 csm1 Rv2823c","CRISPR system single-strand-specific deoxyribonuclease Cas10/Csm1 (subtype III-A) (ssDNase Cas10) (EC 3.1.-.-) (Cyclic oligoadenylate synthase) (EC 2.7.7.-)",809,"ATP-binding;Antiviral defense;Complete proteome;Endonuclease;Exonuclease;Hydrolase;Nuclease;Nucleotide-binding;RNA-binding;Reference proteome;Transferase","CRISPR-associated Cas10/Csm1 family","mtu:Rv2823c;",,,,,,,,,,
"P9WIR3","CFP32_MYCTU","reviewed","cfp32 cfp30B TB27.3 Rv0577 MTV039.15","Putative glyoxylase CFP32 (27 kDa antigen Cfp30B)",261,"3D-structure;Complete proteome;Direct protein sequencing;Reference proteome;Repeat;Secreted;Virulence",,"mtu:Rv0577;",,,,,,,,,,
"P9WIR1","CFP6_MYCTU","reviewed","cfp6 Rv3004 MTV012.18","Low molecular weight protein antigen 6 (CFP-6)",112,"Complete proteome;Direct protein sequencing;Reference proteome;Secreted",,"mtu:Rv3004;mtv:RVBD_3004;",,,,,,,,,,
"P9WPE9","CH601_MYCTU","reviewed","groEL1 groEL-1 groL1 Rv3417c MTCY78.12","60 kDa chaperonin 1 (GroEL protein 1) (Protein Cpn60-1)",539,"3D-structure;ATP-binding;Acetylation;Chaperone;Complete proteome;Cytoplasm;Nucleotide-binding;Phosphoprotein;Reference proteome","Chaperonin (HSP60) family","mtu:Rv3417c;",,,,,,,,,,
"P9WN63","GAL1_MYCTU","reviewed","galK Rv0620 MTCY19H5.01c MTCY20H10.01","Galactokinase (EC 2.7.1.6) (Galactose kinase)",363,"ATP-binding;Carbohydrate metabolism;Complete proteome;Cytoplasm;Galactose metabolism;Kinase;Magnesium;Metal-binding;Nucleotide-binding;Reference proteome;Transferase","GHMP kinase family"," GalK subfamily","mtu:Rv0620;",,,,,,,,,
"P9WKK3","IF1_MYCTU","reviewed","infA Rv3462c MCB1222.32c MTCY13E12.15c","Translation initiation factor IF-1",73,"3D-structure;Complete proteome;Cytoplasm;Initiation factor;Protein biosynthesis;RNA-binding;Reference proteome;rRNA-binding","IF-1 family","mtu:Rv3462c;",,,,,,,,,,
"P9WGS3","EPHD_MYCTU","reviewed","ephD Rv2214c MTCY190.25c","Probable oxidoreductase EphD (EC 1.-.-.-)",592,"Complete proteome;Oxidoreductase;Reference proteome","Short-chain dehydrogenases/reductases (SDR) family","mtu:Rv2214c;",,,,,,,,,,
"P9WJ73","EXRBN_MYCTU","reviewed","Rv2179c RVBD_2179c","3'-5' exoribonuclease Rv2179c (EC 3.1.13.-)",168,"3D-structure;Complete proteome;Exonuclease;Hydrolase;Magnesium;Metal-binding;Nuclease;Reference proteome",,"mtu:Rv2179c;",,,,,,,,,,
"P9WQ61","FAA22_MYCTU","reviewed","fadD22 Rv2948c","p-hydroxybenzoic acid--AMP ligase FadD22 (p-HB--AMP ligase FadD22) (EC 6.2.1.50) (p-hydroxybenzoic acid-AMP synthetase) (p-HB-AMP synthetase)",705,"Complete proteome;Fatty acid metabolism;Ligase;Lipid metabolism;Phosphopantetheine;Phosphoprotein;Reference proteome","ATP-dependent AMP-binding enzyme family","mtu:Rv2948c;",,,,,,,,,,
"P9WQD9","FAB1_MYCTU","reviewed","kasA Rv2245 MTCY427.26","3-oxoacyl-[acyl-carrier-protein] synthase 1 (EC 2.3.1.41) (Beta-ketoacyl-ACP synthase 1) (KAS 1)",416,"3D-structure;Acyltransferase;Complete proteome;Cytoplasm;Fatty acid biosynthesis;Fatty acid metabolism;Lipid biosynthesis;Lipid metabolism;Reference proteome;Transferase","Beta-ketoacyl-ACP synthases family","mtu:Rv2245;",,,,,,,,,,
"P9WQ59","FAA28_MYCTU","reviewed","fadD28 acoas Rv2941","Long-chain-fatty-acid--AMP ligase FadD28 (FAAL) (EC 6.2.1.-) (Acyl-AMP synthetase)",580,"3D-structure;ATP-binding;Complete proteome;Fatty acid metabolism;Ligase;Lipid metabolism;Nucleotide-binding;Reference proteome","ATP-dependent AMP-binding enzyme family","mtu:Rv2941;",,,,,,,,,,
"P9WNG5","FABD_MYCTU","reviewed","fabD Rv2243 MTCY427.24","Malonyl CoA-acyl carrier protein transacylase (MCT) (EC 2.3.1.39)",302,"3D-structure;Acyltransferase;Complete proteome;Fatty acid biosynthesis;Fatty acid metabolism;Isopeptide bond;Lipid biosynthesis;Lipid metabolism;Reference proteome;Transferase;Ubl conjugation","FabD family","mtu:Rv2243;",,,,,,,,,,
"O53478","HTHAR_MYCTU","reviewed","Rv2034","HTH-type transcriptional regulator Rv2034",107,"Activator;Complete proteome;DNA-binding;Reference proteome;Repressor;Transcription;Transcription regulation",,"mtu:Rv2034;",,,,,,,,,,
"P9WMC3","HTHR_MYCTU","reviewed","Rv3405c MTCY78.23","HTH-type transcriptional repressor Rv3405c",188,"Complete proteome;DNA-binding;Reference proteome;Repressor;Transcription;Transcription regulation",,"mtu:Rv3405c;",,,,,,,,,,
"P9WMJ7","HTPG_MYCTU","reviewed","htpG Rv2299c MTCY339.11","Chaperone protein HtpG (Heat shock protein HtpG) (High temperature protein G)",647,"ATP-binding;Chaperone;Complete proteome;Cytoplasm;Nucleotide-binding;Reference proteome;Stress response","Heat shock protein 90 family","mtu:Rv2299c;",,,,,,,,,,
"P9WHS5","HTPX_MYCTU","reviewed","htpX Rv0563 MTCY25D10.42 MTV039.01","Protease HtpX homolog (EC 3.4.24.-)",286,"Cell membrane;Complete proteome;Hydrolase;Membrane;Metal-binding;Metalloprotease;Protease;Reference proteome;Transmembrane;Transmembrane helix;Zinc","Peptidase M48B family","mtu:Rv0563;",,,,,,,,,,
"P9WN95","FTSZ_MYCTU","reviewed","ftsZ Rv2150c MTCY270.18","Cell division protein FtsZ",379,"3D-structure;Cell cycle;Cell division;Complete proteome;Cytoplasm;GTP-binding;Nucleotide-binding;Phosphoprotein;Reference proteome;Septation","FtsZ family","mtu:Rv2150c;",,,,,,,,,,
"O53585","GLFT2_MYCTU","reviewed","glfT2 glfT Rv3808c","Galactofuranosyltransferase GlfT2 (GalTr 2) (EC 2.4.1.288) (Arabinogalactan galactosyltransferase 2) (Galactofuranosylgalactofuranosylrhamnosyl-N-acetylglucosaminyl-diphospho-decaprenol beta-1","5/1","6-galactofuranosyltransferase) (Polymerizing galactofuranosyltransferase GlfT2)",637,"3D-structure;Cell membrane;Cell wall biogenesis/degradation;Complete proteome;Glycosyltransferase;Magnesium;Manganese;Membrane;Metal-binding;Reference proteome;Transferase","Glycosyltransferase 2 family","mtu:Rv3808c;",,,,,,,,
"P9WN43","GLGC_MYCTU","reviewed","glgC Rv1213 MTCI364.25","Glucose-1-phosphate adenylyltransferase (EC 2.7.7.27) (ADP-glucose pyrophosphorylase) (ADPGlc PPase) (ADP-glucose synthase)",404,"ATP-binding;Capsule biogenesis/degradation;Carbohydrate metabolism;Complete proteome;Glycogen biosynthesis;Glycogen metabolism;Nucleotide-binding;Nucleotidyltransferase;Reference proteome;Transferase","Bacterial/plant glucose-1-phosphate adenylyltransferase family","mtu:Rv1213;",,,,,,,,,,
"P9WN91","FRDA_MYCTU","reviewed","frdA Rv1552 MTCY48.13c","Fumarate reductase flavoprotein subunit (EC 1.3.5.4)",583,"Complete proteome;Electron transport;FAD;Flavoprotein;Oxidoreductase;Reference proteome;Transport","FAD-dependent oxidoreductase 2 family"," FRD/SDH subfamily","mtu:Rv1552;",,,,,,,,,
"P9WNB5","FRDD_MYCTU","reviewed","frdD Rv1555 MTCY48.10c","Fumarate reductase subunit D",125,"Cell membrane;Complete proteome;Membrane;Reference proteome;Transmembrane;Transmembrane helix","FrdD family","mtu:Rv1555;",,,,,,,,,,
"O05779","FTSE_MYCTU","reviewed","ftsE Rv3102c RVBD_3102c LH57_16935 P425_03233","Cell division ATP-binding protein FtsE",230,"ATP-binding;Cell cycle;Cell division;Cell membrane;Complete proteome;Hydrolase;Membrane;Nucleotide-binding;Reference proteome","ABC transporter superfamily","mtu:Rv3102c;mtv:RVBD_3102c;",,,,,,,,,,
"P9WG19","FTSX_MYCTU","reviewed","ftsX Rv3101c MTCY164.12c","Cell division protein FtsX",297,"3D-structure;Cell cycle;Cell division;Cell membrane;Complete proteome;Membrane;Reference proteome;Transmembrane;Transmembrane helix","ABC-4 integral membrane protein family"," FtsX subfamily","mtu:Rv3101c;",,,,,,,,,
"P9WN83","G3P_MYCTU","reviewed","gap Rv1436 MTCY493.18c","Glyceraldehyde-3-phosphate dehydrogenase (GAPDH) (EC 1.2.1.12) (NAD-dependent glyceraldehyde-3-phosphate dehydrogenase)",339,"Complete proteome;Cytoplasm;Glycolysis;NAD;Nucleotide-binding;Oxidoreductase;Reference proteome","Glyceraldehyde-3-phosphate dehydrogenase family","mtu:Rv1436;",,,,,,,,,,
"P9WN69","G6PI_MYCTU","reviewed","pgi Rv0946c MTCY10D7.28","Glucose-6-phosphate isomerase (GPI) (EC 5.3.1.9) (Phosphoglucose isomerase) (PGI) (Phosphohexose isomerase) (PHI)",553,"3D-structure;Acetylation;Complete proteome;Cytoplasm;Gluconeogenesis;Glycolysis;Isomerase;Reference proteome","GPI family","mtu:Rv0946c;",,,,,,,,,,
"P9WNA3","FTSK_MYCTU","reviewed","ftsK Rv2748c MTV002.13c","DNA translocase FtsK",831,"ATP-binding;Cell cycle;Cell division;Cell membrane;Chromosome partition;Complete proteome;DNA-binding;Membrane;Nucleotide-binding;Reference proteome;Transmembrane;Transmembrane helix","FtsK/SpoIIIE/SftA family","mtu:Rv2748c;",,,,,,,,,,
"P9WP11","FQR58_MYCTU","reviewed","Rv1558 MTCY48.07c","F420H(2)-dependent quinone reductase Rv1558 (Fqr) (EC 1.1.98.-)",148,"Complete proteome;Oxidoreductase;Reference proteome","F420H(2)-dependent quinone reductase family","mtu:Rv1558;",,,,,,,,,,
"O53328","FQR78_MYCTU","reviewed","Rv3178","Putative F420H(2)-dependent quinone reductase Rv3178 (Fqr) (EC 1.1.98.-)",119,"Cell membrane;Complete proteome;Membrane;Oxidoreductase;Reference proteome","F420H(2)-dependent quinone reductase family","mtu:Rv3178;",,,,,,,,,,
"P9WQN3","FTSH_MYCTU","reviewed","ftsH Rv3610c MTCY07H7B.12","ATP-dependent zinc metalloprotease FtsH (EC 3.4.24.-)",760,"ATP-binding;Cell membrane;Complete proteome;Hydrolase;Membrane;Metal-binding;Metalloprotease;Nucleotide-binding;Protease;Reference proteome;Transmembrane;Transmembrane helix;Zinc","AAA ATPase family; Peptidase M41 family","mtu:Rv3610c;",,,,,,,,,,
"P9WNC3","FPG1_MYCTU","reviewed","fpg1 mutM Rv2924c MTCY338.13c","Formamidopyrimidine-DNA glycosylase 1 (Fapy-DNA glycosylase 1) (EC 3.2.2.23) (DNA-(apurinic or apyrimidinic site) lyase MutM 1) (AP lyase MutM 1) (EC 4.2.99.18)",289,"Complete proteome;DNA damage;DNA repair;DNA-binding;Glycosidase;Hydrolase;Lyase;Metal-binding;Multifunctional enzyme;Reference proteome;Zinc;Zinc-finger","FPG family","mtu:Rv2924c;",,,,,,,,,,
"L0T864","FPG2_MYCTU","reviewed","fpg2 Rv0944","Uncharacterized formamidopyrimidine-DNA glycosylase-like protein",158,"Complete proteome;Metal-binding;Reference proteome;Zinc;Zinc-finger",,"mtu:Rv0944;",,,,,,,,,,
"P9WIQ3","FPRA_MYCTU","reviewed","fprA Rv3106 MTCY164.16","NADPH-ferredoxin reductase FprA (NFR) (EC 1.18.1.2)",456,"3D-structure;Complete proteome;Direct protein sequencing;FAD;Flavoprotein;NADP;Oxidoreductase;Reference proteome","Ferredoxin--NADP reductase type 1 family","mtu:Rv3106;",,,,,,,,,,
"P9WN97","FTSW_MYCTU","reviewed","ftsW Rv2154c MTCY270.14","Probable peptidoglycan glycosyltransferase FtsW (PGT) (EC 2.4.1.129) (Cell division protein FtsW) (Cell wall polymerase) (Peptidoglycan polymerase) (PG polymerase)",524,"Cell cycle;Cell division;Cell membrane;Cell shape;Cell wall biogenesis/degradation;Complete proteome;Glycosyltransferase;Membrane;Peptidoglycan synthesis;Reference proteome;Transferase;Transmembrane;Transmembrane helix","SEDS family"," FtsW subfamily","mtu:Rv2154c;",,,,,,,,,
"P9WN73","G6PD2_MYCTU","reviewed","zwf2 zwf Rv1447c MTCY493.07","Glucose-6-phosphate 1-dehydrogenase 2 (G6PD 2) (EC 1.1.1.49)",514,"Carbohydrate metabolism;Complete proteome;Glucose metabolism;NADP;Oxidoreductase;Reference proteome","Glucose-6-phosphate dehydrogenase family","mtu:Rv1447c;",,,,,,,,,,
"P9WNC5","FOLB_MYCTU","reviewed","folB Rv3607c MTCY07H7B.15","Dihydroneopterin aldolase (DHNA) (EC 4.1.2.25) (7","8-dihydroneopterin 2'-epimerase) (7","8-dihydroneopterin aldolase) (7","8-dihydroneopterin epimerase) (EC 5.1.99.8) (7","8-dihydroneopterin hydroxylase) (EC 1.13.11.81) (Dihydroneopterin epimerase) (Dihydroneopterin hydroxylase)",133,"3D-structure;Complete proteome;Folate biosynthesis;Isomerase;Lyase;Oxidoreductase;Reference proteome","DHNA family","mtu:Rv3607c;",,,,,,
"P9WNB7","FRDC_MYCTU","reviewed","frdC Rv1554 MTCY48.11c","Fumarate reductase subunit C",126,"Cell membrane;Complete proteome;Membrane;Reference proteome;Transmembrane;Transmembrane helix","FrdC family","mtu:Rv1554;",,,,,,,,,,
"P9WNA1","FTSQ_MYCTU","reviewed","ftsQ Rv2151c MTCY270.17","Cell division protein FtsQ",314,"Acetylation;Cell cycle;Cell division;Cell membrane;Complete proteome;Membrane;Reference proteome;Transmembrane;Transmembrane helix","FtsQ/DivIB family"," FtsQ subfamily","mtu:Rv2151c;",,,,,,,,,
"P9WN99","FTSWL_MYCTU","reviewed","rodA Rv0017c MTCY10H4.17c","Uncharacterized FtsW-like protein",469,"Cell membrane;Complete proteome;Membrane;Reference proteome;Transmembrane;Transmembrane helix","SEDS family","mtu:Rv0017c;",,,,,,,,,,
"P95141","FAA29_MYCTU","reviewed","fadD29 Rv2950c","4-hydroxyphenylalkanoate adenylyltransferase (EC 6.2.1.51) (Acyl-AMP synthase) (Long-chain-fatty-acid--AMP ligase FadD29) (FAAL)",619,"ATP-binding;Complete proteome;Fatty acid metabolism;Ligase;Lipid metabolism;Nucleotide-binding;Reference proteome","ATP-dependent AMP-binding enzyme family","mtu:Rv2950c;",,,,,,,,,,
"P9WQ57","FAA30_MYCTU","reviewed","fadD30 Rv0404","Long-chain-fatty-acid--AMP ligase FadD30 (FAAL) (EC 6.2.1.-) (Acyl-AMP synthetase)",585,"ATP-binding;Complete proteome;Fatty acid metabolism;Ligase;Lipid metabolism;Nucleotide-binding;Reference proteome","ATP-dependent AMP-binding enzyme family","mtu:Rv0404;",,,,,,,,,,
"P9WNG3","FABH_MYCTU","reviewed","fabH Rv0533c MTCY25D10.12c","3-oxoacyl-[acyl-carrier-protein] synthase 3 (EC 2.3.1.180) (3-oxoacyl-[acyl-carrier-protein] synthase III) (Beta-ketoacyl-ACP synthase III) (KAS III) (MtFabH)",335,"3D-structure;Acetylation;Acyltransferase;Complete proteome;Cytoplasm;Fatty acid biosynthesis;Fatty acid metabolism;Lipid biosynthesis;Lipid metabolism;Multifunctional enzyme;Reference proteome;Transferase","FabH family","mtu:Rv0533c;",,,,,,,,,,
"O53521","FAC15_MYCTU","reviewed","fadD15 Rv2187","Long-chain-fatty-acid--CoA ligase FadD15 (FACL) (EC 6.2.1.3) (Acyl-CoA synthetase)",600,"ATP-binding;Complete proteome;Fatty acid metabolism;Ligase;Lipid metabolism;Nucleotide-binding;Reference proteome","ATP-dependent AMP-binding enzyme family","mtu:Rv2187;",,,,,,,,,,
"P9WQ53","FAD11_MYCTU","reviewed","fadD11 Rv1550 MTCY48.15c","Putative fatty-acid--CoA ligase fadD11 (EC 6.2.1.-) (Acyl-CoA synthetase)",571,"Cell membrane;Complete proteome;Fatty acid metabolism;Ligase;Lipid metabolism;Membrane;Reference proteome;Transmembrane;Transmembrane helix","ATP-dependent AMP-binding enzyme family","mtu:Rv1550;",,,,,,,,,,
