"PATRIC ID","locus_tag","Feature ID","Start","End","Length","Strand","FIGfam ID","PATRIC genus-specific families (PLfams)","Protein ID","AA Length","Gene Symbol","product","GO"
"fig|83332.12.peg.2150","Rv1924c","PATRIC.83332.12.NC_000962.CDS.2176550.2176930.rev",2176550,2176930,381,"-","FIG00827130","PLF_1763_00149183","NP_216440.1",126,,"hypothetical protein",
"fig|83332.12.peg.2151","Rv1925","PATRIC.83332.12.NC_000962.CDS.2177087.2178949.fwd",2177087,2178949,1863,"+","FIG00018699","PLF_1763_00002022","NP_216441.1",620,"fadD31","Polyketide synthase modules and related proteins @ Long-chain fatty-acid-AMP ligase, Mycobacterial subgroup FadD31",
"fig|83332.12.peg.2152","Rv1926c","PATRIC.83332.12.NC_000962.CDS.2178957.2179436.rev",2178957,2179436,480,"-","FIG01349041","PLF_1763_00163423","NP_216442.1",159,"mpt63","Immunogenic protein MPT63/MPB63 precursor",
"fig|83332.12.peg.2153",,"PATRIC.83332.12.NC_000962.CDS.2179566.2179658.rev",2179566,2179658,93,"-","FIG00638284","PLF_1763_00010347",,30,,"hypothetical protein",
"fig|83332.12.peg.2154","Rv1927","PATRIC.83332.12.NC_000962.CDS.2179673.2180446.fwd",2179673,2180446,774,"+","FIG01319018","PLF_1763_00041990","NP_216443.1",257,,"Putative uncharacterized protein BCG_1966",
"fig|83332.12.peg.2155","Rv1928c","PATRIC.83332.12.NC_000962.CDS.2180450.2181217.rev",2180450,2181217,768,"-","FIG00026991","PLF_1763_00000126","NP_216444.1",255,,"Oxidoreductase, short-chain dehydrogenase/reductase family",
"fig|83332.12.peg.2156","Rv1929c","PATRIC.83332.12.NC_000962.CDS.2181262.2181906.rev",2181262,2181906,645,"-","FIG00821383","PLF_1763_00344892","NP_216445.1",214,,"hypothetical protein",
"fig|83332.12.peg.2157","Rv1930c","PATRIC.83332.12.NC_000962.CDS.2181918.2182442.rev",2181918,2182442,525,"-","FIG00015923","PLF_1763_00003570","NP_216446.1",174,,"Putative uncharacterized protein BCG_1969c",
"fig|83332.12.peg.2158","Rv1931c","PATRIC.83332.12.NC_000962.CDS.2182460.2182690.rev",2182460,2182690,231,"-",,"PLF_1763_00156089","NP_216447.1",76,,"Transcriptional regulator, AraC family",
"fig|83332.12.peg.2159",,"PATRIC.83332.12.NC_000962.CDS.2182687.2183079.rev",2182687,2183079,393,"-","FIG00510130","PLF_1763_00000015",,130,,"Transcriptional regulator, AraC family",
"fig|83332.12.peg.2160","Rv1932","PATRIC.83332.12.NC_000962.CDS.2183372.2183869.fwd",2183372,2183869,498,"+",,"PLF_1763_00001375","NP_216448.1",165,"tpx","Thiol peroxidase, Tpx-type (EC 1.11.1.15)",
"fig|83332.12.peg.2161","Rv1933c","PATRIC.83332.12.NC_000962.CDS.2183866.2184957.rev",2183866,2184957,1092,"-","FIG00009149","PLF_1763_00002436","NP_216449.1",363,"fadE18","Acyl-CoA dehydrogenase (EC 1.3.8.1), Mycobacterial subgroup FadE18","GO:0004085|butyryl-CoA dehydrogenase activity"
"fig|83332.12.peg.211",,"PATRIC.83332.12.NC_000962.CDS.218390.218536.rev",218390,218536,147,"-","FIG00821306","PLF_1763_00008909",,48,,"hypothetical protein",
"fig|83332.12.peg.2162","Rv1934c","PATRIC.83332.12.NC_000962.CDS.2184959.2186188.rev",2184959,2186188,1230,"-","FIG00009149","PLF_1763_00002804","NP_216450.1",409,"fadE17","Acyl-CoA dehydrogenase (EC 1.3.8.1), Mycobacterial subgroup FadE17","GO:0004085|butyryl-CoA dehydrogenase activity"
"fig|83332.12.peg.2163","Rv1935c","PATRIC.83332.12.NC_000962.CDS.2186203.2187159.rev",2186203,2187159,957,"-","FIG00033206","PLF_1763_00060378","NP_216451.1",318,"echA13","Enoyl-CoA hydratase (EC 4.2.1.17)","GO:0004300|enoyl-CoA hydratase activity"
"fig|83332.12.peg.212","Rv0187","PATRIC.83332.12.NC_000962.CDS.218705.219367.fwd",218705,219367,663,"+","FIG00821228","PLF_1763_00001807","NP_214701.1",220,,"O-methyltransferase Rv0190",
"fig|83332.12.peg.2164","Rv1936","PATRIC.83332.12.NC_000962.CDS.2187315.2188493.fwd",2187315,2188493,1179,"+","FIG00028784","PLF_1763_00002879","NP_216452.1",392,,"Monooxygenase component A",
"fig|83332.12.peg.2165","Rv1937","PATRIC.83332.12.NC_000962.CDS.2188496.2191015.fwd",2188496,2191015,2520,"+","FIG00037038","PLF_1763_00002523","NP_216453.1",839,,"Monooxygenase, FAD- and [2Fe-2S]-containing component B",
"fig|83332.12.peg.2166","Rv1938","PATRIC.83332.12.NC_000962.CDS.2191027.2192097.fwd",2191027,2192097,1071,"+","FIG00141465","PLF_1763_00002787","NP_216454.1",356,"ephB","Monooxygenase component C / Probable epoxide hydrolase EphB (EC 3.3.2.9)",
"fig|83332.12.peg.2167","Rv1939","PATRIC.83332.12.NC_000962.CDS.2192094.2192609.fwd",2192094,2192609,516,"+","FIG00039067","PLF_1763_00002859","NP_216455.1",171,,"NADH-FMN oxidoreductase",
"fig|83332.12.peg.2168","Rv1940","PATRIC.83332.12.NC_000962.CDS.2192606.2193667.fwd",2192606,2193667,1062,"+","FIG00000378","PLF_1763_00002655","YP_177851.1",353,"ribA1","3,4-dihydroxy-2-butanone 4-phosphate synthase (EC 4.1.99.12) / GTP cyclohydrolase II (EC 3.5.4.25)","GO:0003935|GTP cyclohydrolase II activity"
"fig|83332.12.peg.2169","Rv1941","PATRIC.83332.12.NC_000962.CDS.2193664.2194434.fwd",2193664,2194434,771,"+","FIG01324184","PLF_1763_00002850","NP_216457.1",256,,"Oxidoreductase, short-chain dehydrogenase/reductase family",
"fig|83332.12.peg.2170","Rv1942c","PATRIC.83332.12.NC_000962.CDS.2194644.2194973.rev",2194644,2194973,330,"-","FIG00021347","PLF_1763_00002975","NP_216458.1",109,,"Death on curing protein, Doc toxin",
"fig|83332.12.peg.2171","Rv1943c","PATRIC.83332.12.NC_000962.CDS.2194970.2195347.rev",2194970,2195347,378,"-","FIG00015082","PLF_1763_00002896","NP_216459.1",125,,"Prevent host death protein, Phd antitoxin",
"fig|83332.12.peg.213","Rv0188","PATRIC.83332.12.NC_000962.CDS.219525.219917.fwd",219525,219917,393,"+","FIG00662132","PLF_1763_00241427","NP_214702.1",130,,"hypothetical protein",
"fig|83332.12.peg.2172","Rv1944c","PATRIC.83332.12.NC_000962.CDS.2195344.2195829.rev",2195344,2195829,486,"-","FIG01314753","PLF_1763_00128348","NP_216460.1",161,,"hypothetical protein",
"fig|83332.12.peg.2173","Rv1945","PATRIC.83332.12.NC_000962.CDS.2195989.2197353.fwd",2195989,2197353,1365,"+","FIG00820827","PLF_1763_00062541","NP_216461.1",454,,"13E12 repeat family protein",
"fig|83332.12.peg.2174",,"PATRIC.83332.12.NC_000962.CDS.2197546.2197665.fwd",2197546,2197665,120,"+","FIG00638284","PLF_1763_00003722",,39,,"hypothetical protein",
"fig|83332.12.peg.2175",,"PATRIC.83332.12.NC_000962.CDS.2197688.2197849.fwd",2197688,2197849,162,"+","FIG00822136","PLF_1763_00003717",,53,,"hypothetical protein",
"fig|83332.12.peg.2176","Rv1947","PATRIC.83332.12.NC_000962.CDS.2198024.2198425.fwd",2198024,2198425,402,"+","FIG00820711","PLF_1763_00257020","NP_216463.1",133,,"hypothetical protein",
"fig|83332.12.peg.2177","Rv1948c","PATRIC.83332.12.NC_000962.CDS.2198714.2199064.rev",2198714,2199064,351,"-","FIG00820057","PLF_1763_00003622","NP_216464.1",116,,"hypothetical protein",
"fig|83332.12.peg.2178","Rv1949c","PATRIC.83332.12.NC_000962.CDS.2199075.2199977.rev",2199075,2199977,903,"-","FIG01364072","PLF_1763_00003563","NP_216465.1",300,,"hypothetical protein",
"fig|83332.12.peg.214","Rv0189c","PATRIC.83332.12.NC_000962.CDS.219996.221723.rev",219996,221723,1728,"-","FIG00138258","PLF_1763_00000254","NP_214703.1",575,"ilvD","Dihydroxy-acid dehydratase (EC 4.2.1.9)","GO:0004160|dihydroxy-acid dehydratase activity"
"fig|83332.12.peg.2179","Rv1950c","PATRIC.83332.12.NC_000962.CDS.2199998.2200189.rev",2199998,2200189,192,"-","FIG01312369","PLF_1763_00003620","NP_216466.1",63,,"hypothetical protein",
"fig|83332.12.peg.2180","Rv1951c","PATRIC.83332.12.NC_000962.CDS.2200190.2200318.rev",2200190,2200318,129,"-",,"PLF_1763_00003628","NP_216467.1",42,,"hypothetical protein",
"fig|83332.12.peg.2181","Rv1952","PATRIC.83332.12.NC_000962.CDS.2200714.2200941.fwd",2200714,2200941,228,"+","FIG00820948","PLF_1763_00003460","NP_216468.1",75,,"antitoxin VapB14 @ VapB protein (antitoxin to VapC)",
"fig|83332.12.peg.2182","Rv1953","PATRIC.83332.12.NC_000962.CDS.2200938.2201249.fwd",2200938,2201249,312,"+","FIG00821372","PLF_1763_00003484","NP_216469.1",103,,"toxin VapC14 @ VapC toxin protein",
"fig|83332.12.peg.2183","Rv1955","PATRIC.83332.12.NC_000962.CDS.2201719.2202096.fwd",2201719,2202096,378,"+","FIG00822497","PLF_1763_00003475","NP_216471.1",125,,"Toxin HigB",
"fig|83332.12.peg.2184","Rv1956","PATRIC.83332.12.NC_000962.CDS.2202138.2202587.fwd",2202138,2202587,450,"+","FIG01311821","PLF_1763_00003493","NP_216472.1",149,,"Antitoxin HigA",
"fig|83332.12.peg.2185","Rv1957","PATRIC.83332.12.NC_000962.CDS.2202584.2203129.fwd",2202584,2203129,546,"+","FIG00821414","PLF_1763_00003361","NP_216473.1",181,,"hypothetical protein",
"fig|83332.12.peg.2186",,"PATRIC.83332.12.NC_000962.CDS.2203186.2203338.fwd",2203186,2203338,153,"+","FIG00820830","PLF_1763_00003638",,50,,"hypothetical protein",
"fig|83332.12.peg.2187","Rv1959c","PATRIC.83332.12.NC_000962.CDS.2203681.2203977.rev",2203681,2203977,297,"-","FIG01324525","PLF_1763_00003254","NP_216475.1",98,,"ParE toxin protein",
"fig|83332.12.peg.2188","Rv1960c","PATRIC.83332.12.NC_000962.CDS.2203974.2204225.rev",2203974,2204225,252,"-","FIG00821153","PLF_1763_00002493","NP_216476.1",83,,"ParD protein (antitoxin to ParE)",
"fig|83332.12.peg.2189","Rv1961","PATRIC.83332.12.NC_000962.CDS.2204365.2204706.fwd",2204365,2204706,342,"+","FIG01360228","PLF_1763_00003442","NP_216477.1",113,,"Helicase, C-terminal",
"fig|83332.12.peg.2190","Rv1962c","PATRIC.83332.12.NC_000962.CDS.2204866.2205273.rev",2204866,2205273,408,"-","FIG00820877","PLF_1763_00003135","NP_216478.1",135,,"toxin VapC35 @ Toxin 1, PIN domain",
"fig|83332.12.peg.2191",,"PATRIC.83332.12.NC_000962.CDS.2205277.2205549.rev",2205277,2205549,273,"-","FIG00823468","PLF_1763_00003401",,90,,"antitoxin VapB35 @ Antitoxin to Toxin 1, PIN domain",
"fig|83332.12.peg.2192","Rv1963c","PATRIC.83332.12.NC_000962.CDS.2205582.2206745.rev",2205582,2206745,1164,"-","FIG01364386","PLF_1763_00002913","NP_216479.1",387,"mce3R","Transcriptional repressor Mce3R, TetR family",
"fig|83332.12.peg.2193",,"PATRIC.83332.12.NC_000962.CDS.2206777.2206914.rev",2206777,2206914,138,"-","FIG00821089","PLF_1763_00003330",,45,,"hypothetical protein",
"fig|83332.12.peg.2194","Rv1964","PATRIC.83332.12.NC_000962.CDS.2207688.2208497.fwd",2207688,2208497,810,"+","FIG00690583","PLF_1763_00000730","NP_216480.1",269,"yrbE3A","Conserved hypothetical integral membrane protein YrbEa",
"fig|83332.12.peg.2195","Rv1965","PATRIC.83332.12.NC_000962.CDS.2208546.2209322.fwd",2208546,2209322,777,"+","FIG00691621","PLF_1763_00003828","NP_216481.1",258,"yrbE3B","Conserved hypothetical integral membrane protein YrbEb",
"fig|83332.12.peg.2196","Rv1966","PATRIC.83332.12.NC_000962.CDS.2209354.2210604.fwd",2209354,2210604,1251,"+","FIG00820494","PLF_1763_00003947","YP_177852.1",416,"mce3A","MCE-family protein MceA",
"fig|83332.12.peg.2197","Rv1967","PATRIC.83332.12.NC_000962.CDS.2210625.2211629.fwd",2210625,2211629,1005,"+","FIG00763551","PLF_1763_00023299","NP_216483.1",334,"mce3B","MCE-family protein MceB",
"fig|83332.12.peg.2198","Rv1968","PATRIC.83332.12.NC_000962.CDS.2211614.2212858.fwd",2211614,2212858,1245,"+","FIG00821293","PLF_1763_00003907","NP_216484.1",414,"mce3C","MCE-family protein MceC",
"fig|83332.12.peg.2199","Rv1969","PATRIC.83332.12.NC_000962.CDS.2212855.2214126.fwd",2212855,2214126,1272,"+","FIG00820669","PLF_1763_00003902","NP_216485.1",423,"mce3D","MCE-family protein MceD",
"fig|83332.12.peg.2200","Rv1970","PATRIC.83332.12.NC_000962.CDS.2214123.2215256.fwd",2214123,2215256,1134,"+","FIG00819998","PLF_1763_00003918","NP_216486.1",377,"lprM","MCE-family lipoprotein MceE",
"fig|83332.12.peg.2201","Rv1971","PATRIC.83332.12.NC_000962.CDS.2215257.2216570.fwd",2215257,2216570,1314,"+","FIG00821171","PLF_1763_00023302","NP_216487.1",437,"mce3F","MCE-family protein MceF",
"fig|83332.12.peg.2202","Rv1972","PATRIC.83332.12.NC_000962.CDS.2216592.2217167.fwd",2216592,2217167,576,"+","FIG00821218","PLF_1763_00003990","NP_216488.1",191,,"FIG00821219: MCE associated membrane protein",
"fig|83332.12.peg.2203","Rv1973","PATRIC.83332.12.NC_000962.CDS.2217164.2217646.fwd",2217164,2217646,483,"+","FIG00820195","PLF_1763_00269436","NP_216489.1",160,,"FIG00820195: MCE associated membrane protein",
"fig|83332.12.peg.2204","Rv1974","PATRIC.83332.12.NC_000962.CDS.2217659.2218036.fwd",2217659,2218036,378,"+","FIG00820119","PLF_1763_00003976","NP_216490.1",125,,"FIG00820120: hypothetical protein Rv1974",
"fig|83332.12.peg.2205","Rv1975","PATRIC.83332.12.NC_000962.CDS.2218082.2218717.fwd",2218082,2218717,636,"+","FIG00821316","PLF_1763_00003865","NP_216491.1",211,,"FIG00821319: hypothetical protein Rv1975",
"fig|83332.12.peg.215","Rv0190","PATRIC.83332.12.NC_000962.CDS.221871.222161.fwd",221871,222161,291,"+","FIG00820967","PLF_1763_00245244","NP_214704.1",96,,"Metal-sensitive transcriptional repressor",
"fig|83332.12.peg.2206","Rv1976c","PATRIC.83332.12.NC_000962.CDS.2218844.2219230.rev",2218844,2219230,387,"-","FIG00820800","PLF_1763_00003906","NP_216492.1",128,,"hypothetical protein",
"fig|83332.12.peg.2207","Rv1977","PATRIC.83332.12.NC_000962.CDS.2219895.2220800.fwd",2219895,2220800,906,"+","FIG00978299","PLF_1763_00003905","NP_216493.1",301,,"Zn-dependent protease with chaperone function",
"fig|83332.12.peg.2208","Rv1978","PATRIC.83332.12.NC_000962.CDS.2220908.2221756.fwd",2220908,2221756,849,"+","FIG00822745","PLF_1763_00001346","NP_216494.1",282,,"hypothetical protein",
"fig|83332.12.peg.2209","Rv1979c","PATRIC.83332.12.NC_000962.CDS.2221719.2223164.rev",2221719,2223164,1446,"-","FIG01345058","PLF_1763_00002957","NP_216495.1",481,,"Uncharacterized amino acid permease, GabP family",
"fig|83332.12.peg.216","Rv0191","PATRIC.83332.12.NC_000962.CDS.222289.223530.fwd",222289,223530,1242,"+","FIG01366535","PLF_1763_00276263","NP_214705.1",413,,"hypothetical protein",
"fig|83332.12.peg.2210","Rv1980c","PATRIC.83332.12.NC_000962.CDS.2223343.2224029.rev",2223343,2224029,687,"-","FIG01319132","PLF_1763_00032796","NP_216496.1",228,"mpt64","hypothetical protein",
"fig|83332.12.peg.2211","Rv1981c","PATRIC.83332.12.NC_000962.CDS.2224220.2225188.rev",2224220,2225188,969,"-","FIG00000960","PLF_1763_00003473","YP_177853.1",322,"nrdF1","Ribonucleotide reductase of class Ib (aerobic), beta subunit (EC 1.17.4.1)","GO:0004748|ribonucleoside-diphosphate reductase activity"
"fig|83332.12.peg.2212","Rv1982c","PATRIC.83332.12.NC_000962.CDS.2225413.2225832.rev",2225413,2225832,420,"-","FIG00033999","PLF_1763_00003588","NP_216498.1",139,,"toxin VapC36 @ Toxin 1, PIN domain",
"fig|83332.12.peg.2213",,"PATRIC.83332.12.NC_000962.CDS.2225841.2226101.rev",2225841,2226101,261,"-","FIG00824253","PLF_1763_00003585",,86,,"hypothetical protein",
"fig|83332.12.peg.2214","Rv1983","PATRIC.83332.12.NC_000962.CDS.2226244.2227920.fwd",2226244,2227920,1677,"+","FIG01311212","PLF_1763_00002894","YP_177854.1",558,"PE_PGRS35","PE_PGRS family protein => PE_PGRS35",
"fig|83332.12.peg.2215","Rv1984c","PATRIC.83332.12.NC_000962.CDS.2227908.2228525.rev",2227908,2228525,618,"-","FIG01421457","PLF_1763_00003701","NP_216500.1",205,"cfp21","Cutinase",
"fig|83332.12.peg.2216",,"PATRIC.83332.12.NC_000962.CDS.2228688.2228906.fwd",2228688,2228906,219,"+","FIG00821474","PLF_1763_00151578",,72,,"hypothetical protein",
"fig|83332.12.peg.2217","Rv1985c","PATRIC.83332.12.NC_000962.CDS.2228991.2229902.rev",2228991,2229902,912,"-","FIG01365920","PLF_1763_00002447","NP_216501.1",303,,"Transcriptional regulator ArgP, LysR family",
"fig|83332.12.peg.2218","Rv1986","PATRIC.83332.12.NC_000962.CDS.2230011.2230610.fwd",2230011,2230610,600,"+","FIG00731583","PLF_1763_00002265","NP_216502.1",199,,"Arginine exporter protein ArgO",
"fig|83332.12.peg.2219",,"PATRIC.83332.12.NC_000962.CDS.2231070.2231219.rev",2231070,2231219,150,"-",,"PLF_1763_00003650",,49,,"hypothetical protein",
"fig|83332.12.peg.2220","Rv1988","PATRIC.83332.12.NC_000962.CDS.2231680.2232219.fwd",2231680,2232219,540,"+","FIG01344438","PLF_1763_00003647","NP_216504.1",179,,"23S rRNA (adenine(2058)-N(6))-dimethyltransferase (EC 2.1.1.184) => Erm(37)","GO:0052910|23S rRNA (adenine(2085)-N(6))-dimethyltransferase activity"
"fig|83332.12.peg.2221","Rv1989c","PATRIC.83332.12.NC_000962.CDS.2232739.2233299.rev",2232739,2233299,561,"-","FIG00820929","PLF_1763_00003605","NP_216505.1",186,,"hypothetical protein",
"fig|83332.12.peg.2222","Rv1990c","PATRIC.83332.12.NC_000962.CDS.2233296.2233637.rev",2233296,2233637,342,"-","FIG01374962","PLF_1763_00002990","NP_216506.1",113,,"hypothetical protein",
"fig|83332.12.peg.2223",,"PATRIC.83332.12.NC_000962.CDS.2233723.2233980.fwd",2233723,2233980,258,"+","FIG00821944","PLF_1763_00003619",,85,,"hypothetical protein",
"fig|83332.12.peg.2224",,"PATRIC.83332.12.NC_000962.CDS.2234393.2234593.fwd",2234393,2234593,201,"+","FIG00820796","PLF_1763_00004024",,66,,"hypothetical protein",
"fig|83332.12.peg.2225",,"PATRIC.83332.12.NC_000962.CDS.2234643.2234891.rev",2234643,2234891,249,"-","FIG00008524","PLF_1763_00003256",,82,,"Programmed cell death antitoxin YdcD",
"fig|83332.12.peg.2226","Rv1992c","PATRIC.83332.12.NC_000962.CDS.2234991.2237240.rev",2234991,2237240,2250,"-","FIG00658111","PLF_1763_00058562","NP_216508.1",749,"ctpG","Lead, cadmium, zinc and mercury transporting ATPase (EC 3.6.3.3) (EC 3.6.3.5); Copper-translocating P-type ATPase (EC 3.6.3.4)","GO:0004008|copper-exporting ATPase activity"
"fig|83332.12.peg.2227","Rv1993c","PATRIC.83332.12.NC_000962.CDS.2237303.2237575.rev",2237303,2237575,273,"-","FIG00821194","PLF_1763_00379894","NP_216509.1",90,,"hypothetical protein",
"fig|83332.12.peg.2228","Rv1994c","PATRIC.83332.12.NC_000962.CDS.2237628.2237969.rev",2237628,2237969,342,"-","FIG00003845","PLF_1763_00003676","NP_216510.1",113,,"Transcriptional regulator, ArsR family","GO:0003700|transcription factor activity;GO:0005622|intracellular"
"fig|83332.12.peg.217","Rv0192","PATRIC.83332.12.NC_000962.CDS.223798.224664.fwd",223798,224664,867,"+","FIG01375022","PLF_1763_00179831","NP_214706.1",288,,"L,D-transpeptidase",
"fig|83332.12.peg.2229","Rv1995","PATRIC.83332.12.NC_000962.CDS.2238180.2238908.fwd",2238180,2238908,729,"+","FIG00820118","PLF_1763_00003723","NP_216511.1",242,,"Repair of Iron Centers di-iron protein",
"fig|83332.12.peg.2230","Rv1996","PATRIC.83332.12.NC_000962.CDS.2239004.2239957.fwd",2239004,2239957,954,"+","FIG00017615","PLF_1763_00052432","NP_216512.1",317,,"Universal stress protein family",
"fig|83332.12.peg.2231","Rv1997","PATRIC.83332.12.NC_000962.CDS.2240171.2242876.fwd",2240171,2242876,2706,"+","FIG01307555","PLF_1763_00051029","NP_216513.1",901,"ctpF","Cation-transporting ATPase, E1-E2 family",
"fig|83332.12.peg.2232","Rv1998c","PATRIC.83332.12.NC_000962.CDS.2242945.2243721.rev",2242945,2243721,777,"-","FIG01405054","PLF_1763_00003253","NP_216514.1",258,,"PEP phosphonomutase and related enzymes",
"fig|83332.12.peg.2233","Rv1999c","PATRIC.83332.12.NC_000962.CDS.2243816.2245078.rev",2243816,2245078,1263,"-","FIG01344925","PLF_1763_00148066","NP_216515.1",420,,"Uncharacterized transporter Rv1999c/MT2055",
"fig|83332.12.peg.2234","Rv2000","PATRIC.83332.12.NC_000962.CDS.2245380.2246822.fwd",2245380,2246822,1443,"+","FIG01314527","PLF_1763_00002055","NP_216516.1",480,,"hypothetical protein",
"fig|83332.12.peg.2235","Rv2001","PATRIC.83332.12.NC_000962.CDS.2246832.2247584.fwd",2246832,2247584,753,"+","FIG01328440","PLF_1763_00067506","NP_216517.1",250,,"hypothetical protein",
"fig|83332.12.peg.218","Rv0193c","PATRIC.83332.12.NC_000962.CDS.224724.226550.rev",224724,226550,1827,"-","FIG00821417","PLF_1763_00002551","NP_214707.1",608,,"hypothetical protein",
"fig|83332.12.peg.2236","Rv2002","PATRIC.83332.12.NC_000962.CDS.2247606.2248442.fwd",2247606,2248442,837,"+","FIG01323576","PLF_1763_00002269","NP_216518.1",278,"fabG3","3-alpha-(or 20-beta)-hydroxysteroid dehydrogenase (EC 1.1.1.53)",
"fig|83332.12.peg.2237","Rv2003c","PATRIC.83332.12.NC_000962.CDS.2248563.2249270.rev",2248563,2249270,708,"-","FIG01306914","PLF_1763_00003353","NP_216519.1",235,,"Methyltransferase type 11",
"fig|83332.12.peg.2238",,"PATRIC.83332.12.NC_000962.CDS.2249260.2249457.rev",2249260,2249457,198,"-","FIG00000789","PLF_1763_00003416",,65,,"Phosphoenolpyruvate synthase (EC 2.7.9.2)","GO:0008986|pyruvate, water dikinase activity"
"fig|83332.12.peg.2239","Rv2004c","PATRIC.83332.12.NC_000962.CDS.2249478.2250974.rev",2249478,2250974,1497,"-","FIG01306880","PLF_1763_00006914","NP_216520.1",498,,"Uncharacterized protien Rv2004c",
"fig|83332.12.peg.2240","Rv2005c","PATRIC.83332.12.NC_000962.CDS.2250996.2251883.rev",2250996,2251883,888,"-","FIG00017615","PLF_1763_00001515","NP_216521.1",295,,"Universal stress protein family",
"fig|83332.12.peg.2241","Rv2006","PATRIC.83332.12.NC_000962.CDS.2252002.2255985.fwd",2252002,2255985,3984,"+","FIG01959074","PLF_1763_00348670","YP_177855.1",1327,"otsB1","Not trehalose-6-phosphate phosphatase",
"fig|83332.12.peg.2242","Rv2007c","PATRIC.83332.12.NC_000962.CDS.2256084.2256401.rev",2256084,2256401,318,"-","FIG00551095","PLF_1763_00382403","NP_216523.1",105,"fdxA","4Fe-4S ferredoxin, iron-sulfur binding",
"fig|83332.12.peg.2243","Rv2008c","PATRIC.83332.12.NC_000962.CDS.2256617.2257786.rev",2256617,2257786,1170,"-","FIG01321743","PLF_1763_00002938","NP_216524.1",389,,"ATPase, AAA family",
