,id,AssemblyAccession,BioSampleAccn,BioSampleId,SubmitterOrganization,GenbankAccession,strain,host,collection_date,geo_loc_name,sample_type,link,env_broad_scale,env_local_scale,env_medium,isol_growth_condt,lat_lon,num_replicons,ref_biomaterial,isolation_source,collected_by,host_disease,isolate,depth,elev,derived-from,eLMSG_genome_id,eLMSG_link,metagenomic,environmental-sample,metagenome-source,passage_history,host_tissue_sampled,ENA first public,ENA last update,ENA-CHECKLIST,External Id,INSDC center alias,INSDC center name,INSDC first public,INSDC last update,INSDC status,Submitter Id,collection date,common name,geographic location (country and/or sea),geographic location (region and locality),host health state,host scientific name,host_clinical_signs,isolation source,sample name,assembly quality,assembly software,binning parameters,binning software,broker name,completeness score,completeness software,contamination score,environment (biome),environment (feature),environment (material),geographic location (latitude),geographic location (longitude),investigation type,metagenomic source,project name,sample derived from,sequencing method,taxonomic identity marker,biomaterial_provider,isolate_name_alias,SHEN,isolation-source,country,host_age,culture-collection,note,clone,type-material,collection-date,nat-host,region,pair,kk_code,tissue,source,PCR_DDGE,clade
GCA_018593415,10160691,GCF_018593415.1,SAMN11487577,11487577,South Dakota State University,GCA_018593415.1,CG1-2051,bovine,2018,USA,Whole organism,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/593/415/GCA_018593415.1_ASM1859341v1/GCA_018593415.1_ASM1859341v1.fna.gz,,,,,not collected,,,milk,Paolo Moroni,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,,,,,,,,USA,,,,,,
GCA_018593395,10160681,GCF_018593395.1,SAMN11487578,11487578,South Dakota State University,GCA_018593395.1,CG1-2079,bovine,2018,USA,Whole organism,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/593/395/GCA_018593395.1_ASM1859339v1/GCA_018593395.1_ASM1859339v1.fna.gz,,,,,not collected,,,lung tissue,Paolo Moroni,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,,,,,,,,USA,,,,,,
GCA_018593365,10160671,GCF_018593365.1,SAMN11487579,11487579,South Dakota State University,GCA_018593365.1,CS417,bovine,1994,USA,Whole organism,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/593/365/GCA_018593365.1_ASM1859336v1/GCA_018593365.1_ASM1859336v1.fna.gz,,,,,not collected,,,lung,Karen Register,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,,,,,,,,USA,,,,,,
GCA_018593355,10160661,GCF_018593355.1,SAMN11487580,11487580,South Dakota State University,GCA_018593355.1,CS653,bovine,1998,USA,Whole organism,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/593/355/GCA_018593355.1_ASM1859335v1/GCA_018593355.1_ASM1859335v1.fna.gz,,,,,not collected,,,lung,Karen Register,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,,,,,,,,USA,,,,,,
GCA_018593335,10160651,GCF_018593335.1,SAMN11487581,11487581,South Dakota State University,GCA_018593335.1,F148,bovine,2010,Lithuania,Whole organism,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/593/335/GCA_018593335.1_ASM1859333v1/GCA_018593335.1_ASM1859333v1.fna.gz,,,,,not collected,,,lung,Inna Lysnyansky,pneumonia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lithuania,,,,,,,,Europe,,,,,,
GCA_018593305,10160641,GCF_018593305.1,SAMN11487583,11487583,South Dakota State University,GCA_018593305.1,MJ150,bovine,2008,Canada,Whole organism,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/593/305/GCA_018593305.1_ASM1859330v1/GCA_018593305.1_ASM1859330v1.fna.gz,,,,,not collected,,,nasal cavity,Karen Register,healthy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Canada,,,,,,,,Canada,,,,,,
GCA_018593295,10160631,GCF_018593295.1,SAMN11487582,11487582,South Dakota State University,GCA_018593295.1,MJ142,bovine,2008,Canada,Whole organism,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/593/295/GCA_018593295.1_ASM1859329v1/GCA_018593295.1_ASM1859329v1.fna.gz,,,,,not collected,,,nasal cavity,Karen Register,healthy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Canada,,,,,,,,Canada,,,,,,
GCA_018593275,10160621,GCF_018593275.1,SAMN11487584,11487584,South Dakota State University,GCA_018593275.1,MJ156,bovine,2014,Canada,Whole organism,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/593/275/GCA_018593275.1_ASM1859327v1/GCA_018593275.1_ASM1859327v1.fna.gz,,,,,not collected,,,lung,Karen Register,"pneumonia, arthritis",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Canada,,,,,,,,Canada,,,,,,
GCA_018593255,10160611,GCF_018593255.1,SAMN11487611,11487611,South Dakota State University,GCA_018593255.1,NADC35,bison,2012,Canada,Whole organism,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/593/255/GCA_018593255.1_ASM1859325v1/GCA_018593255.1_ASM1859325v1.fna.gz,,,,,not collected,,,lung,Karen Register,"pneumonia, tonsilitis",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Canada,,,,,,,,Canada,,,,,,
GCA_018593235,10160601,GCF_018593235.1,SAMN11487585,11487585,South Dakota State University,GCA_018593235.1,MJ157,bovine,2014,Canada,Whole organism,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/593/235/GCA_018593235.1_ASM1859323v1/GCA_018593235.1_ASM1859323v1.fna.gz,,,,,not collected,,,lung,Karen Register,pneumonia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Canada,,,,,,,,Canada,,,,,,
GCA_018593215,10160591,GCF_018593215.1,SAMN11487587,11487587,South Dakota State University,GCA_018593215.1,MJ188,bovine,2014,Canada,Whole organism,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/593/215/GCA_018593215.1_ASM1859321v1/GCA_018593215.1_ASM1859321v1.fna.gz,,,,,not collected,,,joint,Karen Register,"pneumonia, arthritis",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Canada,,,,,,,,Canada,,,,,,
GCA_018593195,10160581,GCF_018593195.1,SAMN11487586,11487586,South Dakota State University,GCA_018593195.1,MJ161,bovine,2014,Canada,Whole organism,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/593/195/GCA_018593195.1_ASM1859319v1/GCA_018593195.1_ASM1859319v1.fna.gz,,,,,not collected,,,joint,Karen Register,"pneumonia, arthritis",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Canada,,,,,,,,Canada,,,,,,
GCA_018593175,10160571,GCF_018593175.1,SAMN11487588,11487588,South Dakota State University,GCA_018593175.1,MJ204,bovine,2008,Canada,Whole organism,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/593/175/GCA_018593175.1_ASM1859317v1/GCA_018593175.1_ASM1859317v1.fna.gz,,,,,not collected,,,nasal cavity,Karen Register,pneumonia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Canada,,,,,,,,Canada,,,,,,
GCA_018593155,10160561,GCF_018593155.1,SAMN11487589,11487589,South Dakota State University,GCA_018593155.1,NADC1,bison,2011,USA,Whole organism,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/593/155/GCA_018593155.1_ASM1859315v1/GCA_018593155.1_ASM1859315v1.fna.gz,,,,,not collected,,,lung,Karen Register,pneumonia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,,,,,,,,USA,,,,,,
GCA_018593135,10160551,GCF_018593135.1,SAMN11487590,11487590,South Dakota State University,GCA_018593135.1,NADC10,bison,2011,USA,Whole organism,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/593/135/GCA_018593135.1_ASM1859313v1/GCA_018593135.1_ASM1859313v1.fna.gz,,,,,not collected,,,lung,Karen Register,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,,,,,,,,USA,,,,,,
GCA_018593115,10160531,GCF_018593115.1,SAMN11487591,11487591,South Dakota State University,GCA_018593115.1,NADC11,bison,2011,USA,Whole organism,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/593/115/GCA_018593115.1_ASM1859311v1/GCA_018593115.1_ASM1859311v1.fna.gz,,,,,not collected,,,mammary gland,Karen Register,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,,,,,,,,USA,,,,,,
GCA_018593095,10160521,GCF_018593095.1,SAMN11487592,11487592,South Dakota State University,GCA_018593095.1,NADC12,bison,2011,USA,Whole organism,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/593/095/GCA_018593095.1_ASM1859309v1/GCA_018593095.1_ASM1859309v1.fna.gz,,,,,not collected,,,larynx,Karen Register,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,,,,,,,,USA,,,,,,
GCA_018593075,10160511,GCF_018593075.1,SAMN11487594,11487594,South Dakota State University,GCA_018593075.1,NADC14,bison,2011,USA,Whole organism,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/593/075/GCA_018593075.1_ASM1859307v1/GCA_018593075.1_ASM1859307v1.fna.gz,,,,,not collected,,,larynx,Karen Register,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,,,,,,,,USA,,,,,,
GCA_018593055,10160501,GCF_018593055.1,SAMN11487597,11487597,South Dakota State University,GCA_018593055.1,NADC17,bison,2011,Canada,Whole organism,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/593/055/GCA_018593055.1_ASM1859305v1/GCA_018593055.1_ASM1859305v1.fna.gz,,,,,not collected,,,lung,Karen Register,pneumonia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Canada,,,,,,,,Canada,,,,,,
GCA_018593035,10160481,GCF_018593035.1,SAMN11487596,11487596,South Dakota State University,GCA_018593035.1,NADC16,bison,2012,Canada,Whole organism,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/593/035/GCA_018593035.1_ASM1859303v1/GCA_018593035.1_ASM1859303v1.fna.gz,,,,,not collected,,,lung,Karen Register,pneumonia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Canada,,,,,,,,Canada,,,,,,
GCA_018593015,10160461,GCF_018593015.1,SAMN11487599,11487599,South Dakota State University,GCA_018593015.1,NADC20,bison,2012,Canada,Whole organism,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/593/015/GCA_018593015.1_ASM1859301v1/GCA_018593015.1_ASM1859301v1.fna.gz,,,,,not collected,,,abomasal fluid,Karen Register,abortion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Canada,,,,,,,,Canada,,,,,,
GCA_018592995,10160451,GCF_018592995.1,SAMN11487600,11487600,South Dakota State University,GCA_018592995.1,NADC21,bison,2012,Canada,Whole organism,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/592/995/GCA_018592995.1_ASM1859299v1/GCA_018592995.1_ASM1859299v1.fna.gz,,,,,not collected,,,lung,Karen Register,"pneumonia, abortion",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Canada,,,,,,,,Canada,,,,,,
GCA_018592965,10160441,GCF_018592965.1,SAMN11487603,11487603,South Dakota State University,GCA_018592965.1,NADC25,bison,2012,Canada,Whole organism,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/592/965/GCA_018592965.1_ASM1859296v1/GCA_018592965.1_ASM1859296v1.fna.gz,,,,,not collected,,,placenta,Karen Register,"pneumonia, abortion",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Canada,,,,,,,,Canada,,,,,,
GCA_018592955,10160431,GCF_018592955.1,SAMN11487601,11487601,South Dakota State University,GCA_018592955.1,NADC22,bison,2012,Canada,Whole organism,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/592/955/GCA_018592955.1_ASM1859295v1/GCA_018592955.1_ASM1859295v1.fna.gz,,,,,not collected,,,lung,Karen Register,"pneumonia, abortion",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Canada,,,,,,,,Canada,,,,,,
GCA_018592935,10160421,GCF_018592935.1,SAMN11487602,11487602,South Dakota State University,GCA_018592935.1,NADC24,bison,2012,Canada,Whole organism,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/592/935/GCA_018592935.1_ASM1859293v1/GCA_018592935.1_ASM1859293v1.fna.gz,,,,,not collected,,,placenta,Karen Register,"pneumonia, abortion",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Canada,,,,,,,,Canada,,,,,,
GCA_018592915,10160391,GCF_018592915.1,SAMN11487606,11487606,South Dakota State University,GCA_018592915.1,NADC29,bison,2012,USA,Whole organism,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/592/915/GCA_018592915.1_ASM1859291v1/GCA_018592915.1_ASM1859291v1.fna.gz,,,,,not collected,,,pharynx,Karen Register,pharyngitis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,,,,,,,,USA,,,,,,
GCA_018592885,10160371,GCF_018592885.1,SAMN11487604,11487604,South Dakota State University,GCA_018592885.1,NADC26,bison,2012,Canada,Whole organism,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/592/885/GCA_018592885.1_ASM1859288v1/GCA_018592885.1_ASM1859288v1.fna.gz,,,,,not collected,,,"uterus, caruncle",Karen Register,"pneumonia, abortion",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Canada,,,,,,,,Canada,,,,,,
GCA_018592875,10160361,GCF_018592875.1,SAMN11487605,11487605,South Dakota State University,GCA_018592875.1,NADC28,bison,2012,USA,Whole organism,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/592/875/GCA_018592875.1_ASM1859287v1/GCA_018592875.1_ASM1859287v1.fna.gz,,,,,not collected,,,pharynx,Karen Register,"pneumonia, pharyngitis",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,,,,,,,,USA,,,,,,
GCA_018592835,10160351,GCF_018592835.1,SAMN11487607,11487607,South Dakota State University,GCA_018592835.1,NADC3,bison,2011,USA,Whole organism,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/592/835/GCA_018592835.1_ASM1859283v1/GCA_018592835.1_ASM1859283v1.fna.gz,,,,,not collected,,,subcutaneous tissue,Karen Register,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,,,,,,,,USA,,,,,,
GCA_018592845,10160341,GCF_018592845.1,SAMN11487608,11487608,South Dakota State University,GCA_018592845.1,NADC30,bison,2012,USA,Whole organism,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/592/845/GCA_018592845.1_ASM1859284v1/GCA_018592845.1_ASM1859284v1.fna.gz,,,,,not collected,,,lung,Karen Register,pneumonia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,,,,,,,,USA,,,,,,
GCA_018592815,10160331,GCF_018592815.1,SAMN11487609,11487609,South Dakota State University,GCA_018592815.1,NADC31,bison,2012,USA,Whole organism,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/592/815/GCA_018592815.1_ASM1859281v1/GCA_018592815.1_ASM1859281v1.fna.gz,,,,,not collected,,,lung,Karen Register,necrotic pharyngitis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,,,,,,,,USA,,,,,,
GCA_018592795,10160321,GCF_018592795.1,SAMN11487610,11487610,South Dakota State University,GCA_018592795.1,NADC32,bison,2012,USA,Whole organism,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/592/795/GCA_018592795.1_ASM1859279v1/GCA_018592795.1_ASM1859279v1.fna.gz,,,,,not collected,,,uterus,Karen Register,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,,,,,,,,USA,,,,,,
GCA_018592775,10160311,GCF_018592775.1,SAMN11487612,11487612,South Dakota State University,GCA_018592775.1,NADC36,bison,2012,Canada,Whole organism,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/592/775/GCA_018592775.1_ASM1859277v1/GCA_018592775.1_ASM1859277v1.fna.gz,,,,,not collected,,,lung,Karen Register,"pneumonia, tonsilitis",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Canada,,,,,,,,Canada,,,,,,
GCA_018592755,10160301,GCF_018592755.1,SAMN11487614,11487614,South Dakota State University,GCA_018592755.1,NADC4,bison,2011,USA,Whole organism,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/592/755/GCA_018592755.1_ASM1859275v1/GCA_018592755.1_ASM1859275v1.fna.gz,,,,,not collected,,,mammary gland,Karen Register,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,,,,,,,,USA,,,,,,
GCA_018592735,10160291,GCF_018592735.1,SAMN11487613,11487613,South Dakota State University,GCA_018592735.1,NADC37,bison,2012,Canada,Whole organism,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/592/735/GCA_018592735.1_ASM1859273v1/GCA_018592735.1_ASM1859273v1.fna.gz,,,,,not collected,,,lung,Karen Register,pneumonia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Canada,,,,,,,,Canada,,,,,,
GCA_018592715,10160281,GCF_018592715.1,SAMN11487615,11487615,South Dakota State University,GCA_018592715.1,NADC44,bison,2012,USA,Whole organism,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/592/715/GCA_018592715.1_ASM1859271v1/GCA_018592715.1_ASM1859271v1.fna.gz,,,,,not collected,,,lung,Karen Register,"lameness, hepatitis, nephritis; no lung pathology",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,,,,,,,,USA,,,,,,
GCA_018592695,10160271,GCF_018592695.1,SAMN11487616,11487616,South Dakota State University,GCA_018592695.1,NADC45,bison,2014,USA,Whole organism,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/592/695/GCA_018592695.1_ASM1859269v1/GCA_018592695.1_ASM1859269v1.fna.gz,,,,,not collected,,,lung,Karen Register,pneumonia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,,,,,,,,USA,,,,,,
GCA_018592675,10160261,GCF_018592675.1,SAMN11487617,11487617,South Dakota State University,GCA_018592675.1,NADC46,bison,2014,USA,Whole organism,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/592/675/GCA_018592675.1_ASM1859267v1/GCA_018592675.1_ASM1859267v1.fna.gz,,,,,not collected,,,lung,Karen Register,pneumonia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,,,,,,,,USA,,,,,,
GCA_018592635,10160251,GCF_018592635.1,SAMN11487619,11487619,South Dakota State University,GCA_018592635.1,NADC48,bison,2014,USA,Whole organism,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/592/635/GCA_018592635.1_ASM1859263v1/GCA_018592635.1_ASM1859263v1.fna.gz,,,,,not collected,,,lung,Karen Register,pneumonia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,,,,,,,,USA,,,,,,
GCA_018592625,10160241,GCF_018592625.1,SAMN11487620,11487620,South Dakota State University,GCA_018592625.1,NADC49,bison,2014,USA,Whole organism,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/592/625/GCA_018592625.1_ASM1859262v1/GCA_018592625.1_ASM1859262v1.fna.gz,,,,,not collected,,,nasal cavity,Karen Register,healthy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,,,,,,,,USA,,,,,,
GCA_018592615,10160231,GCF_018592615.1,SAMN11487618,11487618,South Dakota State University,GCA_018592615.1,NADC47,bison,2014,USA,Whole organism,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/592/615/GCA_018592615.1_ASM1859261v1/GCA_018592615.1_ASM1859261v1.fna.gz,,,,,not collected,,,lung,Karen Register,pneumonia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,,,,,,,,USA,,,,,,
GCA_018592595,10160221,GCF_018592595.1,SAMN11487621,11487621,South Dakota State University,GCA_018592595.1,NADC5,bison,2011,USA,Whole organism,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/592/595/GCA_018592595.1_ASM1859259v1/GCA_018592595.1_ASM1859259v1.fna.gz,,,,,not collected,,,lung,Karen Register,pneumonia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,,,,,,,,USA,,,,,,
GCA_018592575,10160211,GCF_018592575.1,SAMN11487626,11487626,South Dakota State University,GCA_018592575.1,NADC7,bison,2011,USA,Whole organism,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/592/575/GCA_018592575.1_ASM1859257v1/GCA_018592575.1_ASM1859257v1.fna.gz,,,,,not collected,,,joint,Karen Register,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,,,,,,,,USA,,,,,,
GCA_018592555,10160201,GCF_018592555.1,SAMN11487622,11487622,South Dakota State University,GCA_018592555.1,NADC50,bison,2014,USA,Whole organism,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/592/555/GCA_018592555.1_ASM1859255v1/GCA_018592555.1_ASM1859255v1.fna.gz,,,,,not collected,,,nasal cavity,Karen Register,healthy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,,,,,,,,USA,,,,,,
GCA_018592535,10160191,GCF_018592535.1,SAMN11487627,11487627,South Dakota State University,GCA_018592535.1,NADC72,bison,2012,USA,Whole organism,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/592/535/GCA_018592535.1_ASM1859253v1/GCA_018592535.1_ASM1859253v1.fna.gz,,,,,not collected,,,nasal cavity,Karen Register,healthy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,,,,,,,,USA,,,,,,
GCA_018592505,10160181,GCF_018592505.1,SAMN11487628,11487628,South Dakota State University,GCA_018592505.1,NADC73,bison,2012,USA,Whole organism,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/592/505/GCA_018592505.1_ASM1859250v1/GCA_018592505.1_ASM1859250v1.fna.gz,,,,,not collected,,,nasal cavity,Karen Register,healthy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,,,,,,,,USA,,,,,,
GCA_018592495,10160171,GCF_018592495.1,SAMN11487623,11487623,South Dakota State University,GCA_018592495.1,NADC51,bison,2015,USA,Whole organism,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/592/495/GCA_018592495.1_ASM1859249v1/GCA_018592495.1_ASM1859249v1.fna.gz,,,,,not collected,,,lung,Karen Register,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,,,,,,,,USA,,,,,,
GCA_018592475,10160151,GCF_018592475.1,SAMN11487629,11487629,South Dakota State University,GCA_018592475.1,NADC74,bison,2012,USA,Whole organism,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/592/475/GCA_018592475.1_ASM1859247v1/GCA_018592475.1_ASM1859247v1.fna.gz,,,,,not collected,,,nasal cavity,Karen Register,healthy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,,,,,,,,USA,,,,,,
GCA_018592455,10160141,GCF_018592455.1,SAMN11487634,11487634,South Dakota State University,GCA_018592455.1,NADC8,bison,2011,USA,Whole organism,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/592/455/GCA_018592455.1_ASM1859245v1/GCA_018592455.1_ASM1859245v1.fna.gz,,,,,not collected,,,joint,Karen Register,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,,,,,,,,USA,,,,,,
GCA_018592435,10160131,GCF_018592435.1,SAMN11487636,11487636,South Dakota State University,GCA_018592435.1,NADC82,bison,2017,Canada,Whole organism,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/592/435/GCA_018592435.1_ASM1859243v1/GCA_018592435.1_ASM1859243v1.fna.gz,,,,,not collected,,,nasal cavity,Karen Register,healthy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Canada,,,,,,,,Canada,,,,,,
GCA_018592415,10160121,GCF_018592415.1,SAMN11487624,11487624,South Dakota State University,GCA_018592415.1,NADC53,bison,2015,USA,Whole organism,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/592/415/GCA_018592415.1_ASM1859241v1/GCA_018592415.1_ASM1859241v1.fna.gz,,,,,not collected,,,lung,Karen Register,Pneumonia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,,,,,,,,USA,,,,,,
GCA_018592395,10160111,GCF_018592395.1,SAMN11487630,11487630,South Dakota State University,GCA_018592395.1,NADC75,bison,2012,USA,Whole organism,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/592/395/GCA_018592395.1_ASM1859239v1/GCA_018592395.1_ASM1859239v1.fna.gz,,,,,not collected,,,nasal cavity,Karen Register,healthy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,,,,,,,,USA,,,,,,
